"randomise_trials","display","Sound","word","part_id","stress","file_type","status"
1,"Instructions1",NA,NA,NA,NA,NA,NA
2,"Practice","familia.wav","familia",NA,NA,NA,NA
2,"Practice","belisima.wav","belisima",NA,NA,NA,NA
3,"Instructions2",NA,NA,NA,NA,NA,NA
4,"Main","10590751_allume_secondary.wav","allume","10590751","secondary","wav","L1"
4,"Main","10590751_candido_primary.wav","candido","10590751","primary","wav","L1"
4,"Main","10590751_comizio_secondary.wav","comizio","10590751","secondary","wav","L1"
4,"Main","10590751_fragola_primary.wav","fragola","10590751","primary","wav","L1"
4,"Main","10590751_mastice_primary.wav","mastice","10590751","primary","wav","L1"
4,"Main","10590751_protesta_secondary.wav","protesta","10590751","secondary","wav","L1"
4,"Main","10590751_zigomo_primary.wav","zigomo","10590751","primary","wav","L1"
4,"Main","10593187_allume_secondary.wav","allume","10593187","secondary","wav","L1"
4,"Main","10593187_candido_primary.wav","candido","10593187","primary","wav","L1"
4,"Main","10593187_erede_secondary.wav","erede","10593187","secondary","wav","L1"
4,"Main","10593187_fragore_secondary.wav","fragore","10593187","secondary","wav","L1"
4,"Main","10593187_mastice_primary.wav","mastice","10593187","primary","wav","L1"
4,"Main","10593187_protesta_secondary.wav","protesta","10593187","secondary","wav","L1"
4,"Main","10593187_zigomo_primary.wav","zigomo","10593187","primary","wav","L1"
4,"Main","10596140_asino_primary.wav","asino","10596140","primary","wav","L1"
4,"Main","10596140_celeste_secondary.wav","celeste","10596140","secondary","wav","L1"
4,"Main","10596140_estero_primary.wav","estero","10596140","primary","wav","L1"
4,"Main","10596140_impeto_primary.wav","impeto","10596140","primary","wav","L1"
4,"Main","10596140_missile_primary.wav","missile","10596140","primary","wav","L1"
4,"Main","10596140_remoto_secondary.wav","remoto","10596140","secondary","wav","L1"
4,"Main","10611153_abaco_primary.wav","abaco","10611153","primary","wav","L1"
4,"Main","10611153_asino_primary.wav","asino","10611153","primary","wav","L1"
4,"Main","10611153_celebre_primary.wav","celebre","10611153","primary","wav","L1"
4,"Main","10611153_eremo_primary.wav","eremo","10611153","primary","wav","L1"
4,"Main","10611153_impero_secondary.wav","impero","10611153","secondary","wav","L1"
4,"Main","10611153_mastino_secondary.wav","mastino","10611153","secondary","wav","L1"
4,"Main","10611153_remora_primary.wav","remora","10611153","primary","wav","L1"
4,"Main","10611153_zigote_secondary.wav","zigote","10611153","secondary","wav","L1"
4,"Main","10615085_asilo_secondary.wav","asilo","10615085","secondary","wav","L1"
4,"Main","10615085_candito_secondary.wav","candito","10615085","secondary","wav","L1"
4,"Main","10615085_erede_secondary.wav","erede","10615085","secondary","wav","L1"
4,"Main","10615085_fragore_secondary.wav","fragore","10615085","secondary","wav","L1"
4,"Main","10615085_mastice_primary.wav","mastice","10615085","primary","wav","L1"
4,"Main","10615085_protesta_secondary.wav","protesta","10615085","secondary","wav","L1"
4,"Main","10615085_zigomo_primary.wav","zigomo","10615085","primary","wav","L1"
4,"Main","9353724_allume_secondary.wav","allume","9353724","secondary","wav","L2"
4,"Main","9353724_candito_secondary.wav","candito","9353724","secondary","wav","L2"
4,"Main","9353724_eremo_primary.wav","eremo","9353724","primary","wav","L2"
4,"Main","9353724_impero_secondary.wav","impero","9353724","secondary","wav","L2"
4,"Main","9353724_missile_primary.wav","missile","9353724","primary","wav","L2"
4,"Main","9353724_salice_primary.wav","salice","9353724","primary","wav","L2"
4,"Main","9421803_abate_secondary.wav","abate","9421803","secondary","wav","L2"
4,"Main","9421803_canapa_primary.wav","canapa","9421803","primary","wav","L2"
4,"Main","9421803_erede_secondary.wav","erede","9421803","secondary","wav","L2"
4,"Main","9421803_impero_secondary.wav","impero","9421803","secondary","wav","L2"
4,"Main","9421803_missile_primary.wav","missile","9421803","primary","wav","L2"
4,"Main","9421803_remoto_secondary.wav","remoto","9421803","secondary","wav","L2"
4,"Main","9443955_abaco_primary.wav","abaco","9443955","primary","wav","L2"
4,"Main","9443955_calamo_primary.wav","calamo","9443955","primary","wav","L2"
4,"Main","9443955_collega_secondary.wav","collega","9443955","secondary","wav","L2"
4,"Main","9443955_forbice_primary.wav","forbice","9443955","primary","wav","L2"
4,"Main","9443955_macaco_secondary.wav","macaco","9443955","secondary","wav","L2"
4,"Main","9443955_remora_primary.wav","remora","9443955","primary","wav","L2"
4,"Main","9449166_abate_secondary.wav","abate","9449166","secondary","wav","L2"
4,"Main","9449166_attico_primary.wav","attico","9449166","primary","wav","L2"
4,"Main","9449166_celeste_secondary.wav","celeste","9449166","secondary","wav","L2"
4,"Main","9449166_estero_primary.wav","estero","9449166","primary","wav","L2"
4,"Main","9449166_impeto_primary.wav","impeto","9449166","primary","wav","L2"
4,"Main","9449166_missile_primary.wav","missile","9449166","primary","wav","L2"
4,"Main","9449166_remoto_secondary.wav","remoto","9449166","secondary","wav","L2"
4,"Main","9450505_abaco_primary.wav","abaco","9450505","primary","wav","L2"
4,"Main","9450505_asino_primary.wav","asino","9450505","primary","wav","L2"
4,"Main","9450505_celebre_primary.wav","celebre","9450505","primary","wav","L2"
4,"Main","9450505_eremo_primary.wav","eremo","9450505","primary","wav","L2"
4,"Main","9450505_impeto_primary.wav","impeto","9450505","primary","wav","L2"
4,"Main","9450505_missile_primary.wav","missile","9450505","primary","wav","L2"
4,"Main","9450505_remoto_secondary.wav","remoto","9450505","secondary","wav","L2"
4,"Main","9450998_abaco_primary.wav","abaco","9450998","primary","wav","L2"
4,"Main","9450998_asino_primary.wav","asino","9450998","primary","wav","L2"
4,"Main","9450998_celebre_primary.wav","celebre","9450998","primary","wav","L2"
4,"Main","9450998_eremo_primary.wav","eremo","9450998","primary","wav","L2"
4,"Main","9450998_impero_secondary.wav","impero","9450998","secondary","wav","L2"
4,"Main","9450998_mastino_secondary.wav","mastino","9450998","secondary","wav","L2"
4,"Main","9450998_remora_primary.wav","remora","9450998","primary","wav","L2"
4,"Main","9450998_zigote_secondary.wav","zigote","9450998","secondary","wav","L2"
4,"Main","9451042_asilo_secondary.wav","asilo","9451042","secondary","wav","L2"
4,"Main","9451042_codice_primary.wav","codice","9451042","primary","wav","L2"
4,"Main","9451042_fedele_secondary.wav","fedele","9451042","secondary","wav","L2"
4,"Main","9451042_lattina_secondary.wav","lattina","9451042","secondary","wav","L2"
4,"Main","9451042_panino_secondary.wav","panino","9451042","secondary","wav","L2"
4,"Main","9451042_tonaca_primary.wav","tonaca","9451042","primary","wav","L2"
4,"Main","9451089_asino_primary.wav","asino","9451089","primary","wav","L2"
4,"Main","9451089_codino_secondary.wav","codino","9451089","secondary","wav","L2"
4,"Main","9451089_forbice_primary.wav","forbice","9451089","primary","wav","L2"
4,"Main","9451089_mastice_primary.wav","mastice","9451089","primary","wav","L2"
4,"Main","9451089_remora_primary.wav","remora","9451089","primary","wav","L2"
4,"Main","9451120_abate_secondary.wav","abate","9451120","secondary","wav","L2"
4,"Main","9451120_attico_primary.wav","attico","9451120","primary","wav","L2"
4,"Main","9451120_codice_primary.wav","codice","9451120","primary","wav","L2"
4,"Main","9451120_esteta_secondary.wav","esteta","9451120","secondary","wav","L2"
4,"Main","9451120_lattina_secondary.wav","lattina","9451120","secondary","wav","L2"
4,"Main","9451120_monile_secondary.wav","monile","9451120","secondary","wav","L2"
4,"Main","9451120_saliva_secondary.wav","saliva","9451120","secondary","wav","L2"
