"randomise_trials","display","Sound","word","part_id","stress","file_type","status"
1,"Instructions1",NA,NA,NA,NA,NA,NA
2,"Practice","familia.wav","familia",NA,NA,NA,NA
2,"Practice","belisima.wav","belisima",NA,NA,NA,NA
3,"Instructions2",NA,NA,NA,NA,NA,NA
4,"Main","10590751_aceto_secondary.wav","aceto","10590751","secondary","wav","L1"
4,"Main","10590751_canale_secondary.wav","canale","10590751","secondary","wav","L1"
4,"Main","10590751_collera_primary.wav","collera","10590751","primary","wav","L1"
4,"Main","10590751_forbice_primary.wav","forbice","10590751","primary","wav","L1"
4,"Main","10590751_macabro_primary.wav","macabro","10590751","primary","wav","L1"
4,"Main","10590751_panino_secondary.wav","panino","10590751","secondary","wav","L1"
4,"Main","10590751_tonaca_primary.wav","tonaca","10590751","primary","wav","L1"
4,"Main","10593187_aceto_secondary.wav","aceto","10593187","secondary","wav","L1"
4,"Main","10593187_canale_secondary.wav","canale","10593187","secondary","wav","L1"
4,"Main","10593187_comico_primary.wav","comico","10593187","primary","wav","L1"
4,"Main","10593187_forbito_secondary.wav","forbito","10593187","secondary","wav","L1"
4,"Main","10593187_macabro_primary.wav","macabro","10593187","primary","wav","L1"
4,"Main","10593187_panino_secondary.wav","panino","10593187","secondary","wav","L1"
4,"Main","10593187_tonaca_primary.wav","tonaca","10593187","primary","wav","L1"
4,"Main","10596140_allume_secondary.wav","allume","10596140","secondary","wav","L1"
4,"Main","10596140_candito_secondary.wav","candito","10596140","secondary","wav","L1"
4,"Main","10596140_erede_secondary.wav","erede","10596140","secondary","wav","L1"
4,"Main","10596140_fragore_secondary.wav","fragore","10596140","secondary","wav","L1"
4,"Main","10596140_mastice_primary.wav","mastice","10596140","primary","wav","L1"
4,"Main","10596140_protesta_secondary.wav","protesta","10596140","secondary","wav","L1"
4,"Main","10596140_zigomo_primary.wav","zigomo","10596140","primary","wav","L1"
4,"Main","10611153_allume_secondary.wav","allume","10611153","secondary","wav","L1"
4,"Main","10611153_candido_primary.wav","candido","10611153","primary","wav","L1"
4,"Main","10611153_comizio_secondary.wav","comizio","10611153","secondary","wav","L1"
4,"Main","10611153_fragola_primary.wav","fragola","10611153","primary","wav","L1"
4,"Main","10611153_macaco_secondary.wav","macaco","10611153","secondary","wav","L1"
4,"Main","10611153_protesi_primary.wav","protesi","10611153","primary","wav","L1"
4,"Main","10611153_tonale_secondary.wav","tonale","10611153","secondary","wav","L1"
4,"Main","10615085_alluce_primary.wav","alluce","10615085","primary","wav","L1"
4,"Main","10615085_canapa_primary.wav","canapa","10615085","primary","wav","L1"
4,"Main","10615085_comico_primary.wav","comico","10615085","primary","wav","L1"
4,"Main","10615085_forbito_secondary.wav","forbito","10615085","secondary","wav","L1"
4,"Main","10615085_macabro_primary.wav","macabro","10615085","primary","wav","L1"
4,"Main","10615085_panino_secondary.wav","panino","10615085","secondary","wav","L1"
4,"Main","10615085_tonaca_primary.wav","tonaca","10615085","primary","wav","L1"
4,"Main","9353724_aceto_secondary.wav","aceto","9353724","secondary","wav","L2"
4,"Main","9353724_canapa_primary.wav","canapa","9353724","primary","wav","L2"
4,"Main","9353724_comico_primary.wav","comico","9353724","primary","wav","L2"
4,"Main","9353724_fragola_primary.wav","fragola","9353724","primary","wav","L2"
4,"Main","9353724_mastice_primary.wav","mastice","9353724","primary","wav","L2"
4,"Main","9353724_remora_primary.wav","remora","9353724","primary","wav","L2"
4,"Main","9353724_zigote_secondary.wav","zigote","9353724","secondary","wav","L2"
4,"Main","9421803_attiguo_secondary.wav","attiguo","9421803","secondary","wav","L2"
4,"Main","9421803_comico_primary.wav","comico","9421803","primary","wav","L2"
4,"Main","9421803_fragola_primary.wav","fragola","9421803","primary","wav","L2"
4,"Main","9421803_mastice_primary.wav","mastice","9421803","primary","wav","L2"
4,"Main","9421803_protesta_secondary.wav","protesta","9421803","secondary","wav","L2"
4,"Main","9421803_zigomo_primary.wav","zigomo","9421803","primary","wav","L2"
4,"Main","9443955_asino_primary.wav","asino","9443955","primary","wav","L2"
4,"Main","9443955_codice_primary.wav","codice","9443955","primary","wav","L2"
4,"Main","9443955_esteta_secondary.wav","esteta","9443955","secondary","wav","L2"
4,"Main","9443955_loculo_primary.wav","loculo","9443955","primary","wav","L2"
4,"Main","9443955_protesi_primary.wav","protesi","9443955","primary","wav","L2"
4,"Main","9443955_tonale_secondary.wav","tonale","9443955","secondary","wav","L2"
4,"Main","9449166_asilo_secondary.wav","asilo","9449166","secondary","wav","L2"
4,"Main","9449166_candito_secondary.wav","candito","9449166","secondary","wav","L2"
4,"Main","9449166_erede_secondary.wav","erede","9449166","secondary","wav","L2"
4,"Main","9449166_fragore_secondary.wav","fragore","9449166","secondary","wav","L2"
4,"Main","9449166_mastice_primary.wav","mastice","9449166","primary","wav","L2"
4,"Main","9449166_protesta_secondary.wav","protesta","9449166","secondary","wav","L2"
4,"Main","9449166_zigomo_primary.wav","zigomo","9449166","primary","wav","L2"
4,"Main","9450505_allume_secondary.wav","allume","9450505","secondary","wav","L2"
4,"Main","9450505_candido_primary.wav","candido","9450505","primary","wav","L2"
4,"Main","9450505_comizio_secondary.wav","comizio","9450505","secondary","wav","L2"
4,"Main","9450505_fragore_secondary.wav","fragore","9450505","secondary","wav","L2"
4,"Main","9450505_mastice_primary.wav","mastice","9450505","primary","wav","L2"
4,"Main","9450505_protesta_secondary.wav","protesta","9450505","secondary","wav","L2"
4,"Main","9450505_zigomo_primary.wav","zigomo","9450505","primary","wav","L2"
4,"Main","9450998_allume_secondary.wav","allume","9450998","secondary","wav","L2"
4,"Main","9450998_candido_primary.wav","candido","9450998","primary","wav","L2"
4,"Main","9450998_comizio_secondary.wav","comizio","9450998","secondary","wav","L2"
4,"Main","9450998_fragola_primary.wav","fragola","9450998","primary","wav","L2"
4,"Main","9450998_macaco_secondary.wav","macaco","9450998","secondary","wav","L2"
4,"Main","9450998_protesi_primary.wav","protesi","9450998","primary","wav","L2"
4,"Main","9450998_tonale_secondary.wav","tonale","9450998","secondary","wav","L2"
4,"Main","9451042_alluce_primary.wav","alluce","9451042","primary","wav","L2"
4,"Main","9451042_candito_secondary.wav","candito","9451042","secondary","wav","L2"
4,"Main","9451042_eremo_primary.wav","eremo","9451042","primary","wav","L2"
4,"Main","9451042_impeto_primary.wav","impeto","9451042","primary","wav","L2"
4,"Main","9451042_monito_primary.wav","monito","9451042","primary","wav","L2"
4,"Main","9451042_senape_primary.wav","senape","9451042","primary","wav","L2"
4,"Main","9451089_allume_secondary.wav","allume","9451089","secondary","wav","L2"
4,"Main","9451089_celeste_secondary.wav","celeste","9451089","secondary","wav","L2"
4,"Main","9451089_fedele_secondary.wav","fedele","9451089","secondary","wav","L2"
4,"Main","9451089_loculo_primary.wav","loculo","9451089","primary","wav","L2"
4,"Main","9451089_protesi_primary.wav","protesi","9451089","primary","wav","L2"
4,"Main","9451089_zigote_secondary.wav","zigote","9451089","secondary","wav","L2"
4,"Main","9451120_asilo_secondary.wav","asilo","9451120","secondary","wav","L2"
4,"Main","9451120_celebre_primary.wav","celebre","9451120","primary","wav","L2"
4,"Main","9451120_eremo_primary.wav","eremo","9451120","primary","wav","L2"
4,"Main","9451120_impeto_primary.wav","impeto","9451120","primary","wav","L2"
4,"Main","9451120_missile_primary.wav","missile","9451120","primary","wav","L2"
