"randomise_trials","display","Sound","word","part_id","stress","file_type","status"
1,"Instructions1",NA,NA,NA,NA,NA,NA
2,"Practice","familia.wav","familia",NA,NA,NA,NA
2,"Practice","belisima.wav","belisima",NA,NA,NA,NA
3,"Instructions2",NA,NA,NA,NA,NA,NA
4,"Main","10590751_acaro_primary.wav","acaro","10590751","primary","wav","L1"
4,"Main","10590751_calamo_primary.wav","calamo","10590751","primary","wav","L1"
4,"Main","10590751_codino_secondary.wav","codino","10590751","secondary","wav","L1"
4,"Main","10590751_fedele_secondary.wav","fedele","10590751","secondary","wav","L1"
4,"Main","10590751_loculo_primary.wav","loculo","10590751","primary","wav","L1"
4,"Main","10590751_monito_primary.wav","monito","10590751","primary","wav","L1"
4,"Main","10590751_senape_primary.wav","senape","10590751","primary","wav","L1"
4,"Main","10593187_acaro_primary.wav","acaro","10593187","primary","wav","L1"
4,"Main","10593187_calamo_primary.wav","calamo","10593187","primary","wav","L1"
4,"Main","10593187_codino_secondary.wav","codino","10593187","secondary","wav","L1"
4,"Main","10593187_federa_primary.wav","federa","10593187","primary","wav","L1"
4,"Main","10593187_loculo_primary.wav","loculo","10593187","primary","wav","L1"
4,"Main","10593187_monito_primary.wav","monito","10593187","primary","wav","L1"
4,"Main","10593187_senape_primary.wav","senape","10593187","primary","wav","L1"
4,"Main","10596140_aceto_secondary.wav","aceto","10596140","secondary","wav","L1"
4,"Main","10596140_canapa_primary.wav","canapa","10596140","primary","wav","L1"
4,"Main","10596140_comico_primary.wav","comico","10596140","primary","wav","L1"
4,"Main","10596140_forbito_secondary.wav","forbito","10596140","secondary","wav","L1"
4,"Main","10596140_macabro_primary.wav","macabro","10596140","primary","wav","L1"
4,"Main","10596140_panino_secondary.wav","panino","10596140","secondary","wav","L1"
4,"Main","10596140_tonaca_primary.wav","tonaca","10596140","primary","wav","L1"
4,"Main","10611153_aceto_secondary.wav","aceto","10611153","secondary","wav","L1"
4,"Main","10611153_canale_secondary.wav","canale","10611153","secondary","wav","L1"
4,"Main","10611153_collera_primary.wav","collera","10611153","primary","wav","L1"
4,"Main","10611153_forbice_primary.wav","forbice","10611153","primary","wav","L1"
4,"Main","10611153_locusta_secondary.wav","locusta","10611153","secondary","wav","L1"
4,"Main","10611153_panico_primary.wav","panico","10611153","primary","wav","L1"
4,"Main","10611153_senato_secondary.wav","senato","10611153","secondary","wav","L1"
4,"Main","10615085_acero_primary.wav","acero","10615085","primary","wav","L1"
4,"Main","10615085_calata_secondary.wav","calata","10615085","secondary","wav","L1"
4,"Main","10615085_collega_secondary.wav","collega","10615085","secondary","wav","L1"
4,"Main","10615085_federa_primary.wav","federa","10615085","primary","wav","L1"
4,"Main","10615085_loculo_primary.wav","loculo","10615085","primary","wav","L1"
4,"Main","10615085_monito_primary.wav","monito","10615085","primary","wav","L1"
4,"Main","10615085_senape_primary.wav","senape","10615085","primary","wav","L1"
4,"Main","9353724_acaro_primary.wav","acaro","9353724","primary","wav","L2"
4,"Main","9353724_calata_secondary.wav","calata","9353724","secondary","wav","L2"
4,"Main","9353724_collega_secondary.wav","collega","9353724","secondary","wav","L2"
4,"Main","9353724_forbice_primary.wav","forbice","9353724","primary","wav","L2"
4,"Main","9353724_macabro_primary.wav","macabro","9353724","primary","wav","L2"
4,"Main","9353724_protesi_primary.wav","protesi","9353724","primary","wav","L2"
4,"Main","9353724_tonale_secondary.wav","tonale","9353724","secondary","wav","L2"
4,"Main","9421803_asino_primary.wav","asino","9421803","primary","wav","L2"
4,"Main","9421803_collega_secondary.wav","collega","9421803","secondary","wav","L2"
4,"Main","9421803_federa_primary.wav","federa","9421803","primary","wav","L2"
4,"Main","9421803_locusta_secondary.wav","locusta","9421803","secondary","wav","L2"
4,"Main","9421803_panino_secondary.wav","panino","9421803","secondary","wav","L2"
4,"Main","9421803_tonaca_primary.wav","tonaca","9421803","primary","wav","L2"
4,"Main","9443955_alluce_primary.wav","alluce","9443955","primary","wav","L2"
4,"Main","9443955_celebre_primary.wav","celebre","9443955","primary","wav","L2"
4,"Main","9443955_eremo_primary.wav","eremo","9443955","primary","wav","L2"
4,"Main","9443955_lattice_primary.wav","lattice","9443955","primary","wav","L2"
4,"Main","9443955_panico_primary.wav","panico","9443955","primary","wav","L2"
4,"Main","9443955_senato_secondary.wav","senato","9443955","secondary","wav","L2"
4,"Main","9449166_alluce_primary.wav","alluce","9449166","primary","wav","L2"
4,"Main","9449166_canapa_primary.wav","canapa","9449166","primary","wav","L2"
4,"Main","9449166_comico_primary.wav","comico","9449166","primary","wav","L2"
4,"Main","9449166_forbito_secondary.wav","forbito","9449166","secondary","wav","L2"
4,"Main","9449166_macabro_primary.wav","macabro","9449166","primary","wav","L2"
4,"Main","9449166_panino_secondary.wav","panino","9449166","secondary","wav","L2"
4,"Main","9449166_tonaca_primary.wav","tonaca","9449166","primary","wav","L2"
4,"Main","9450505_aceto_secondary.wav","aceto","9450505","secondary","wav","L2"
4,"Main","9450505_canale_secondary.wav","canale","9450505","secondary","wav","L2"
4,"Main","9450505_collera_primary.wav","collera","9450505","primary","wav","L2"
4,"Main","9450505_forbice_primary.wav","forbice","9450505","primary","wav","L2"
4,"Main","9450505_macabro_primary.wav","macabro","9450505","primary","wav","L2"
4,"Main","9450505_panino_secondary.wav","panino","9450505","secondary","wav","L2"
4,"Main","9450505_tonaca_primary.wav","tonaca","9450505","primary","wav","L2"
4,"Main","9450998_aceto_secondary.wav","aceto","9450998","secondary","wav","L2"
4,"Main","9450998_canale_secondary.wav","canale","9450998","secondary","wav","L2"
4,"Main","9450998_collera_primary.wav","collera","9450998","primary","wav","L2"
4,"Main","9450998_forbice_primary.wav","forbice","9450998","primary","wav","L2"
4,"Main","9450998_locusta_secondary.wav","locusta","9450998","secondary","wav","L2"
4,"Main","9450998_panico_primary.wav","panico","9450998","primary","wav","L2"
4,"Main","9450998_senato_secondary.wav","senato","9450998","secondary","wav","L2"
4,"Main","9451042_acero_primary.wav","acero","9451042","primary","wav","L2"
4,"Main","9451042_canapa_primary.wav","canapa","9451042","primary","wav","L2"
4,"Main","9451042_comizio_secondary.wav","comizio","9451042","secondary","wav","L2"
4,"Main","9451042_fragore_secondary.wav","fragore","9451042","secondary","wav","L2"
4,"Main","9451042_missile_primary.wav","missile","9451042","primary","wav","L2"
4,"Main","9451042_salice_primary.wav","salice","9451042","primary","wav","L2"
4,"Main","9451089_acero_primary.wav","acero","9451089","primary","wav","L2"
4,"Main","9451089_candido_primary.wav","candido","9451089","primary","wav","L2"
4,"Main","9451089_eremo_primary.wav","eremo","9451089","primary","wav","L2"
4,"Main","9451089_impeto_primary.wav","impeto","9451089","primary","wav","L2"
4,"Main","9451089_panico_primary.wav","panico","9451089","primary","wav","L2"
4,"Main","9451089_senato_secondary.wav","senato","9451089","secondary","wav","L2"
4,"Main","9451120_alluce_primary.wav","alluce","9451120","primary","wav","L2"
4,"Main","9451120_canapa_primary.wav","canapa","9451120","primary","wav","L2"
4,"Main","9451120_comizio_secondary.wav","comizio","9451120","secondary","wav","L2"
4,"Main","9451120_fragore_secondary.wav","fragore","9451120","secondary","wav","L2"
4,"Main","9451120_mastice_primary.wav","mastice","9451120","primary","wav","L2"
4,"Main","9451120_protesta_secondary.wav","protesta","9451120","secondary","wav","L2"
4,"Main","9451120_zigomo_primary.wav","zigomo","9451120","primary","wav","L2"
