"randomise_trials","display","Sound","word","part_id","stress","file_type","status"
1,"Instructions1",NA,NA,NA,NA,NA,NA
2,"Practice","familia.wav","familia",NA,NA,NA,NA
2,"Practice","belisima.wav","belisima",NA,NA,NA,NA
3,"Instructions2",NA,NA,NA,NA,NA,NA
4,"Main","10590751_asilo_secondary.wav","asilo","10590751","secondary","wav","L1"
4,"Main","10590751_candito_secondary.wav","candito","10590751","secondary","wav","L1"
4,"Main","10590751_erede_secondary.wav","erede","10590751","secondary","wav","L1"
4,"Main","10590751_fragore_secondary.wav","fragore","10590751","secondary","wav","L1"
4,"Main","10590751_mastino_secondary.wav","mastino","10590751","secondary","wav","L1"
4,"Main","10590751_remora_primary.wav","remora","10590751","primary","wav","L1"
4,"Main","10590751_zigote_secondary.wav","zigote","10590751","secondary","wav","L1"
4,"Main","10593187_asilo_secondary.wav","asilo","10593187","secondary","wav","L1"
4,"Main","10593187_candito_secondary.wav","candito","10593187","secondary","wav","L1"
4,"Main","10593187_eremo_primary.wav","eremo","10593187","primary","wav","L1"
4,"Main","10593187_impero_secondary.wav","impero","10593187","secondary","wav","L1"
4,"Main","10593187_mastino_secondary.wav","mastino","10593187","secondary","wav","L1"
4,"Main","10593187_remora_primary.wav","remora","10593187","primary","wav","L1"
4,"Main","10596140_abate_secondary.wav","abate","10596140","secondary","wav","L1"
4,"Main","10596140_attico_primary.wav","attico","10596140","primary","wav","L1"
4,"Main","10596140_codice_primary.wav","codice","10596140","primary","wav","L1"
4,"Main","10596140_esteta_secondary.wav","esteta","10596140","secondary","wav","L1"
4,"Main","10596140_lattice_primary.wav","lattice","10596140","primary","wav","L1"
4,"Main","10596140_missiva_secondary.wav","missiva","10596140","secondary","wav","L1"
4,"Main","10596140_salice_primary.wav","salice","10596140","primary","wav","L1"
4,"Main","10611153_abate_secondary.wav","abate","10611153","secondary","wav","L1"
4,"Main","10611153_attico_primary.wav","attico","10611153","primary","wav","L1"
4,"Main","10611153_celeste_secondary.wav","celeste","10611153","secondary","wav","L1"
4,"Main","10611153_estero_primary.wav","estero","10611153","primary","wav","L1"
4,"Main","10611153_impeto_primary.wav","impeto","10611153","primary","wav","L1"
4,"Main","10611153_missile_primary.wav","missile","10611153","primary","wav","L1"
4,"Main","10611153_remoto_secondary.wav","remoto","10611153","secondary","wav","L1"
4,"Main","10615085_abaco_primary.wav","abaco","10615085","primary","wav","L1"
4,"Main","10615085_asino_primary.wav","asino","10615085","primary","wav","L1"
4,"Main","10615085_celebre_primary.wav","celebre","10615085","primary","wav","L1"
4,"Main","10615085_eremo_primary.wav","eremo","10615085","primary","wav","L1"
4,"Main","10615085_impero_secondary.wav","impero","10615085","secondary","wav","L1"
4,"Main","10615085_mastino_secondary.wav","mastino","10615085","secondary","wav","L1"
4,"Main","10615085_remora_primary.wav","remora","10615085","primary","wav","L1"
4,"Main","10615085_zigote_secondary.wav","zigote","10615085","secondary","wav","L1"
4,"Main","9353724_asilo_secondary.wav","asilo","9353724","secondary","wav","L2"
4,"Main","9353724_celebre_primary.wav","celebre","9353724","primary","wav","L2"
4,"Main","9353724_estero_primary.wav","estero","9353724","primary","wav","L2"
4,"Main","9353724_impeto_primary.wav","impeto","9353724","primary","wav","L2"
4,"Main","9353724_monile_secondary.wav","monile","9353724","secondary","wav","L2"
4,"Main","9353724_saliva_secondary.wav","saliva","9353724","secondary","wav","L2"
4,"Main","9421803_aceto_secondary.wav","aceto","9421803","secondary","wav","L2"
4,"Main","9421803_candido_primary.wav","candido","9421803","primary","wav","L2"
4,"Main","9421803_eremo_primary.wav","eremo","9421803","primary","wav","L2"
4,"Main","9421803_impeto_primary.wav","impeto","9421803","primary","wav","L2"
4,"Main","9421803_missiva_secondary.wav","missiva","9421803","secondary","wav","L2"
4,"Main","9421803_salice_primary.wav","salice","9421803","primary","wav","L2"
4,"Main","9443955_abate_secondary.wav","abate","9443955","secondary","wav","L2"
4,"Main","9443955_calata_secondary.wav","calata","9443955","secondary","wav","L2"
4,"Main","9443955_collera_primary.wav","collera","9443955","primary","wav","L2"
4,"Main","9443955_forbito_secondary.wav","forbito","9443955","secondary","wav","L2"
4,"Main","9443955_mastice_primary.wav","mastice","9443955","primary","wav","L2"
4,"Main","9443955_remoto_secondary.wav","remoto","9443955","secondary","wav","L2"
4,"Main","9449166_acacia_secondary.wav","acacia","9449166","secondary","wav","L2"
4,"Main","9449166_attiguo_secondary.wav","attiguo","9449166","secondary","wav","L2"
4,"Main","9449166_codice_primary.wav","codice","9449166","primary","wav","L2"
4,"Main","9449166_esteta_secondary.wav","esteta","9449166","secondary","wav","L2"
4,"Main","9449166_lattice_primary.wav","lattice","9449166","primary","wav","L2"
4,"Main","9449166_missiva_secondary.wav","missiva","9449166","secondary","wav","L2"
4,"Main","9449166_salice_primary.wav","salice","9449166","primary","wav","L2"
4,"Main","9450505_abate_secondary.wav","abate","9450505","secondary","wav","L2"
4,"Main","9450505_attico_primary.wav","attico","9450505","primary","wav","L2"
4,"Main","9450505_celeste_secondary.wav","celeste","9450505","secondary","wav","L2"
4,"Main","9450505_estero_primary.wav","estero","9450505","primary","wav","L2"
4,"Main","9450505_lattice_primary.wav","lattice","9450505","primary","wav","L2"
4,"Main","9450505_missiva_secondary.wav","missiva","9450505","secondary","wav","L2"
4,"Main","9450505_salice_primary.wav","salice","9450505","primary","wav","L2"
4,"Main","9450998_abate_secondary.wav","abate","9450998","secondary","wav","L2"
4,"Main","9450998_attico_primary.wav","attico","9450998","primary","wav","L2"
4,"Main","9450998_celeste_secondary.wav","celeste","9450998","secondary","wav","L2"
4,"Main","9450998_estero_primary.wav","estero","9450998","primary","wav","L2"
4,"Main","9450998_impeto_primary.wav","impeto","9450998","primary","wav","L2"
4,"Main","9450998_missile_primary.wav","missile","9450998","primary","wav","L2"
4,"Main","9450998_remoto_secondary.wav","remoto","9450998","secondary","wav","L2"
4,"Main","9451042_abaco_primary.wav","abaco","9451042","primary","wav","L2"
4,"Main","9451042_asino_primary.wav","asino","9451042","primary","wav","L2"
4,"Main","9451042_codino_secondary.wav","codino","9451042","secondary","wav","L2"
4,"Main","9451042_federa_primary.wav","federa","9451042","primary","wav","L2"
4,"Main","9451042_loculo_primary.wav","loculo","9451042","primary","wav","L2"
4,"Main","9451042_protesi_primary.wav","protesi","9451042","primary","wav","L2"
4,"Main","9451042_tonale_secondary.wav","tonale","9451042","secondary","wav","L2"
4,"Main","9451089_attiguo_secondary.wav","attiguo","9451089","secondary","wav","L2"
4,"Main","9451089_collega_secondary.wav","collega","9451089","secondary","wav","L2"
4,"Main","9451089_forbito_secondary.wav","forbito","9451089","secondary","wav","L2"
4,"Main","9451089_missile_primary.wav","missile","9451089","primary","wav","L2"
4,"Main","9451089_remoto_secondary.wav","remoto","9451089","secondary","wav","L2"
4,"Main","9451120_acacia_secondary.wav","acacia","9451120","secondary","wav","L2"
4,"Main","9451120_attiguo_secondary.wav","attiguo","9451120","secondary","wav","L2"
4,"Main","9451120_codino_secondary.wav","codino","9451120","secondary","wav","L2"
4,"Main","9451120_fedele_secondary.wav","fedele","9451120","secondary","wav","L2"
4,"Main","9451120_loculo_primary.wav","loculo","9451120","primary","wav","L2"
4,"Main","9451120_monito_primary.wav","monito","9451120","primary","wav","L2"
4,"Main","9451120_senape_primary.wav","senape","9451120","primary","wav","L2"
